rep,group,n_ev,delta_lpd_total,delta_lpd_data,delta_lpd_sel
54,dist_high,12,0.8063018903266368,0.34403687270800276,0.46226501761863403
54,sky_small,18,0.3401457695526062,-0.2991817078379597,0.639327477390566
54,sky_large,18,3.710096714611751,3.128519825916115,0.5815768886956363
55,dist_low,12,1.4658735011258273,1.0596229259740682,0.4062505751517591
55,dist_mid,12,2.6967567171741678,2.3842787070859757,0.3124780100881921
55,dist_high,12,0.6701980276458386,0.22218733445110672,0.44801069319473186
55,sky_small,18,0.3197423937797339,-0.29724306514390264,0.6169854589236365
55,sky_large,18,3.5218897282678086,2.969338726459398,0.5525510018084105
56,dist_low,12,0.3248381733740757,-0.13857437452894317,0.4634125479030189
56,dist_mid,12,3.236557261819314,2.9001221907417687,0.33643507107754544
56,dist_high,12,0.5591037795419567,0.10557061820070146,0.4535331613412552
56,sky_small,18,0.2042890301716227,-0.4160924273760429,0.6203814575476656
56,sky_large,18,3.6030596115309237,3.0387115076225655,0.5643481039083582
57,dist_low,12,1.5719911995894762,1.1597082998470967,0.4122828997423795
57,dist_mid,12,2.6863629152906725,2.3937793116618167,0.2925836036288558
57,dist_high,12,0.61043822108428,0.15449640501670103,0.455941816067579
57,sky_small,18,0.08635195703581644,-0.5178048333175411,0.6041567903533576
57,sky_large,18,3.537052601686696,2.9796329961571217,0.5574196055295744
58,dist_low,12,0.3365828929160557,-0.12611815710371843,0.46270105001977413
58,dist_mid,12,2.627629904308293,2.3399019904341856,0.28772791387410734
58,dist_high,12,1.789654974445611,1.374648145827564,0.41500682861804705
58,sky_small,18,0.20196430047923286,-0.40693473174619044,0.6088990322254233
58,sky_large,18,3.5267438085696057,2.972209341942289,0.5545344666273166
59,dist_low,12,-0.23959768457771702,-0.6627837283958229,0.4231860438181059
59,dist_mid,12,3.2576415322787398,2.9217315954917993,0.3359099367869405
59,dist_high,12,0.4597060313089827,0.011389030717907644,0.44831700059107504
59,sky_small,18,-0.22195993483953202,-0.7747216086590925,0.5527616738195604
59,sky_large,18,3.524883399841926,2.9895860296097254,0.5352973702322004
60,dist_low,12,1.3680841975163105,0.9773124484400881,0.39077174907622236
60,dist_mid,12,0.3485137920192898,-0.10468631660019412,0.4532001086194839
60,dist_high,12,2.665954155834939,2.3473719275201503,0.31858222831478855
60,sky_small,18,0.0026436388669139887,-0.5995573166772772,0.6022009555441912
60,sky_large,18,3.4883878901019045,2.9445189236788565,0.543868966423048
61,dist_low,12,0.06770332173510951,-0.3783109072735442,0.44601422900865373
61,dist_mid,12,1.596401875409498,1.1785279425828747,0.4178739328266232
61,dist_high,12,2.6825380207000222,2.368466604251033,0.3140714164489893
61,sky_small,18,0.162366411474693,-0.4504511287690036,0.6128175402436966
61,sky_large,18,3.513787391217491,2.9719443371604797,0.5418430540570114
62,dist_low,12,1.6044322217325089,1.1897794215503978,0.41465280018211104
62,dist_mid,12,2.4579960594493997,2.195092393462346,0.2629036659870536
62,dist_high,12,0.5042335726372613,0.05181844979043149,0.45241512284682983
62,sky_small,18,-0.1716279162932608,-0.7233707657881325,0.5517428494948717
62,sky_large,18,3.5213332585911132,2.9709809286128888,0.5503523299782245
63,dist_low,12,1.3376433786019817,0.9364804693703377,0.401162909231644
63,dist_mid,12,2.717054263162339,2.409308280810322,0.3077459823520172
63,dist_high,12,0.8273247603532923,0.3747253367660903,0.45259942358720195
63,sky_small,18,0.38975811133977345,-0.22083978305279572,0.6105978943925692
63,sky_large,18,3.502899625285494,2.94961004941014,0.553289575875354
